Symbol,Oclc symbol,Library type,Library type,Name,Web address,Street address,Postal address,Email,Main phone number,NZ int scheme member,Te Puna int member,IBS member,Status in NZ IL Scheme,Manager,Manager email,Interloan librarian,Phone interloan,Email interloan,Notes
WST,,Special,Library,Sustainability Trust,http://www.sustaintrust.org.nz,"2 Forresters Lane
Te Aro
Wellington 6011","2 Forresters Lane
Te Aro
Wellington 6011",marion@sustaintrust.org.nz,+64 4 385 0500 x720,false,false,false,TBA,Marion Lienert,marion@sustaintrust.org.nz,Marion Lienert,+64 4 385 0500 x720,marion@sustaintrust.org.nz,
GRPY,NGRPY,Tertiary,Library,Tai Poutini Polytechnic Limited,http://www.tpp.ac.nz,"73-87 Tainui Street
Greymouth 7805
New Zealand","Private Bag 607
Greymouth 7840
New Zealand",library@tpp.ac.nz,+64 3 769 9407,true,false,false,TBA,Peter Bayliss,peterb@tpp.ac.nz,,,,
THAS,THAS,,Music hire,Taihape Arcadian Singers,,"Taihape
New Zealand","Taihape
New Zealand",gregjocben@farmside.co.nz,+64 6 388 7555,false,false,false,TBA,THAS Hire,gregjocben@farmside.co.nz,,,,"Contact: Jocelyn Bennett, gregjocben@farmside.co.nz  ph 06 388 7555  "
GM,NZZGM,Special,Library,"Te Whatu Ora - Health New Zealand, Tairāwhiti Library",,"421 Ormond Road
Gisborne 4010
New Zealand","Private Bag 7001
Gisborne 4040
New Zealand",clinical.library@tdh.org.nz,+64 6 869 0500 x 8228,true,true,true,Charter,Paula Broekhuizen,paula.broekhuizen@tdh.org.nz,Paula Broekhuizen,+64 6 869 0500 x 8228,paula.broekhuizen@tdh.org.nz,
CTA,NZCTA,Special,Library,Tait Communications,http://www.taitradio.com,"245 Wooldridge Rd
Harewood
Christchurch 8053
New Zealand","PO Box 1645
Christchurch 8140
New Zealand",fay.hutt@taitradio.com,+64 3 357 0701,false,false,false,TBA,Fay Hutt,fay.hutt@taitradio.com,,,,
NPM,NZNPM,Special,Library,"Te Whatu Ora - Health New Zealand, Taranaki Library",,"Taranaki Base Hospital
Inward Goods
Tukapa Street
New Plymouth 4310
New Zealand","Taranaki Base Hospital
Private Bag 2016
New Plymouth 4342
New Zealand",charmaine.tarrant@tdhb.org.nz,+64 6 753 7765,true,true,true,Charter,Charmaine Tarrant,charmaine.tarrant@tdhb.org.nz,Charmaine Tarrant,+64 6 753 7765,charmaine.tarrant@tdhb.org.nz,
DAP,NZDAP,Public,Library,Tararua District Library,https://ent.kotui.org.nz/client/en_AU/tararua,"1 Station Street
Dannevirke 4930
New Zealand","1 Station Street
Dannevirke 4930
New Zealand",library@tararuadc.govt.nz,+64 6 374 4255,true,true,true,Charter,Brenda Graves,brenda.graves@tararuadc.govt.nz,Alice Leadbetter,+64 6 374 4255,alice.leadbetter@tararuadc.govt.nz,Last updated: 12/11/2024
TASP,NTASP,Public,Library,Tasman District Libraries,http://www.tasmanlibraries.govt.nz/,"280 Queen Street
Richmond 7020
New Zealand","Private Bag 3
Richmond 7050
New Zealand",interloan@tasman.govt.nz,+64 3 543 8500,true,true,true,Charter,Glennis Coote,glennis.coote@tasman.govt.nz,Louise Gribbon,+64 3 543 8500,interloan@tasman.govt.nz,"DVDs, Audiobooks and items which have been in the lending collections for less than six months are not available for Interlibrary loan."
TASPM,,Public,Library,Tasman District Libraries: Motueka,http://www.tasmanlibraries.govt.nz/,"Motueka Public Library
32 Wallace Street
Motueka 7120","Motueka Public Library
32 Wallace Street
Motueka 7120",motuekainterloans@tasman.govt.nz,03 528 1047,false,true,true,Charter,,,Mary Butler,03 528 1047,motuekainterloans@tasman.govt.nz,Branch of Tasman District Libraries TASP. Requesting only. Supplying is done by TASP.
TASPT,,Public,Library,Tasman District Libraries: Tākaka Memorial Library,http://www.tasmanlibraries.govt.nz/,"3 Junction Street
Tākaka 7110
New Zealand","3 Junction Street
Tākaka 7110
New Zealand",InterloansTakaka@tasman.govt.nz,+64 3 525 0059,false,true,true,Charter,Interloan contact,InterloansTakaka@tasman.govt.nz,Interloan contact,+64 3 525 0059,InterloansTakaka@tasman.govt.nz,
TPC,NTPC,,Music hire,Taupo Choral Society,,"17 Wheretia Street
Taupo 3330
New Zealand","PO Box 1201
Taupo 3351
New Zealand",ingulfrevfeim@xtra.co.nz,+64 7 378 7775,false,false,false,TBA,TPC Hire,ingulfrevfeim@xtra.co.nz,,,,"Other contact details:  60 Noble Street, Taupo 3330.  Ph: 07 378 4977"
TPP,NZTPP,Public,Library,Taupō District Libraries,http://www.taupo.govt.nz/library,"Story Place
Taupo 3330
New Zealand","Private Bag 2005
Taupo 3352
New Zealand",taupolibrary@taupo.govt.nz,+64 7 376 0070,true,true,true,Charter,Luisa Haines,lhaines@taupo.govt.nz,Kevin Collins,+64 7 376 0070,kcollins@taupo.govt.nz,
TAUP,NTAUP,Public,Library,Tauranga City Libraries,http://www.library.tauranga.govt.nz,"21 Devonport Road
Tauranga 3110
New Zealand","Private Bag 12 022
Tauranga 3143
New Zealand",Interloans@tauranga.govt.nz.,+64 7 577 7177,true,true,true,Charter,Joanna Thomas,Joanna.thomas@tauranga.govt.nz,Leslie Goodliffe,+64 7 577 7177,leslie.goodliffe@tauranga.govt.nz,
TAUC,TAUC,,Music hire,Tauranga Civic Choir,www.taurangacivicchoir.org.nz,"111/210 Maranui Street
Papamoa 3118
New Zealand","111/210 Maranui Street
Papamoa 3118
New Zealand",linmarg@xtra.co.nz,021 148 6091,false,false,false,TBA,,,,,,Librarian - Margaret Bullen 07 572 5477. Musical Director - Nigel Williams nigel@nigelwilliamscomposernz.com 022 300 3983
AMMS,NZAMM,Tertiary,Library,Te Kupenga Catholic Theological College,https://www.tekupenga.ac.nz/catholic-theological-college/,"St Columba Centre
40 Vermont Street
Ponsonby
Auckland 1140
New Zealand","PO Box 3440
Auckland 1140
New Zealand",library@ctc.ac.nz,+64 9 361 1053,true,true,true,Charter,Mark Hangartner,library@ctc.ac.nz,Lynette Zink,+64 9 361 1053,library@ctc.ac.nz,Last updated: 26/06/2023.
WEDC,,Special,Library,Te Kura The Correspondence School,http://www.tekura.school.nz,"11 Portland Crescent
Thorndon
Wellington 6011
New Zealand","11 Portland Crescent
Thorndon
Wellington 6011
New Zealand",library@tekura.school.nz,+64 4 473 6841,true,false,false,Non-charter,Kathryn St Clair,Kathryn.StClair@tekura.school.nz,,,,
LTOH,,Special,Library,Te Omanga Hospice,http://www.teomanga.org.nz,New Zealand,"PO Box 30814
Lower Hutt 5040
New Zealand",library@teomanga.org.nz,+64 4 566 4535,false,false,false,Non-charter,Ronnie Parton,library@teomanga.org.nz,Ronnie Parton,+64 4 566 4535,library@teomanga.org.nz,
WMAO,NWMAO,Special,Library,Te Puni Kōkiri,http://www.tpk.govt.nz,,"PO Box 3943
Wellington 6140
New Zealand",library@tpk.govt.nz,,true,true,true,Charter,,,,,,Last updated: 19/06/2025
HTWA,NHTWA,Tertiary,Library,Te Wānanga o Aotearoa,http://www.twoa.ac.nz,"510 Te Rapa Road,
Te Rapa, Hamilton 3200,
New Zealand","510 Te Rapa Road,
Te Rapa, Hamilton 3200,
New Zealand",interloans@twoa.ac.nz,+64 7 850 3264,true,true,true,Charter,Jenny Barnett,Jenny.Barnett@twoa.ac.nz,Interloan Librarian,,interloans@twoa.ac.nz,Last updated: 23/07/2025
OTWR,NOTWR,Tertiary,Library,Te Wānanga o Raukawa & Te Whare Pukapuka,http://www.twor.ac.nz,"144 Tasman Road
Ōtaki 5512
New Zealand","PO Box 119
Ōtaki 5542
New Zealand",ema.jacob@twor-otaki.ac.nz,+64 6 364 9011 Ext. 721,true,true,true,Charter,Ema Jacob,ema.jacob@twor-otaki.ac.nz,Ema Jacob,,ema.jacob@twor-otaki.ac.nz,
ATWT,,Tertiary,Library,Te Wananga Takiura o nga Kura Kaupapa o Aotearoa,http://www.twt.ac.nz/index.htm,"Floor 3
Auckland 1023
New Zealand","P O Box 20107
Newmarket
Auckland 1345
New Zealand",ttrw@twt.ac.nz,0800 625 274,false,false,false,TBA,Moheka Williams,ttrw@twt.ac.nz,,,,
WKW,NZWKW,Tertiary,Library,Te Whare Wānanga o Awanuiārangi,http://www.wananga.ac.nz,"Cnr Francis & Domain Roads
Whakatane 3120
New Zealand","Private Bag 1006
Whakatane 3158
New Zealand",library@wananga.ac.nz,+64 7 307 1467,true,true,true,Non-charter,Mereana Coleman,mereana.coleman@wananga.ac.nz,Mereana Coleman,+64 7 307 1467,mereana.coleman@wananga.ac.nz,
WPT,,Special,Library,Telecom New Zealand Ltd,http://www.telecom.co.nz,"Level 2, South Tower, Telecom@Jervois
66-86 Jervois Quay
Wellington
New Zealand","PO Box 570
Wellington
New Zealand",sally.myles@telecom.co.nz,+64 4 498 5619,true,true,false,TBA,Sally Myles,sally.myles@telecom.co.nz,Sally Myles,+64 4 498 5619,sally.myles@telecom.co.nz,Electronic collection - not available for loan
ATV,NZATV,Special,Library,Television New Zealand (TVNZ),,"100 Victoria Street West
Auckland 1010
New Zealand","100 Victoria Street West
Auckland 1010
New Zealand",angela.sanders@tvnz.co.nz,+64 9 916 7478,false,false,false,TBA,Angela Sanders,angela.sanders@tvnz.co.nz,Angela Sanders,+64 9 916 7478,angela.sanders@tvnz.co.nz,
THP,NZTHP,Public,Library,Thames-Coromandel District Libraries,http://www.tcdc.govt.nz/Library/,"503 Mackay Street
Thames 3500
New Zealand","503 Mackay Street
Thames 3500
New Zealand",thameslibrary@tcdc.govt.nz,+64 7 868 6616,true,true,true,Charter,Shana Allan,shana.allan@tcdc.govt.nz,Nicole Thorburn,,nicole.thorburn@tcdc.govt.nz,
ABOS,,Special,Library,The Boston Consulting Group,,"Level 30, 23-29 Albert Street
Auckland
New Zealand","Level 30, 23-29 Albert Street
Auckland
New Zealand",cormack.kathryn@bcg.com,+64 9 377 2297,false,false,false,TBA,Kate Cormack,cormack.kathryn@bcg.com,Kate Cormack,+64 9 377 2297,cormack.kathryn@bcg.com,
WAU,NZWAU,Special,Library,Office of the Auditor-General Library,http://www.oag.parliament.nz,"Level 2, 100 Molesworth Street
Wellington 6011
New Zealand","PO Box 3928
Thorndon
Wellington 6140
New Zealand",library@oag.parliament.nz,+64 4 917 1500,true,true,true,Charter,Helen Smith,helen.smith@oag.parliament.nz,Helen Smith,+64 4 917 1500,helen.smith@oag.parliament.nz,
WDOM,NZWDO,Special,Library,The Dominion Post Library,,"Level 7, Spark Central
66-86 Jervois Quay
Wellington 6011
New Zealand","PO Box 1297
Wellington
New Zealand",library@dompost.co.nz,+64 4 474 0169,true,false,false,TBA,Lance Gunderson,lance.gunderson@dompost.co.nz,Lance Gunderson,+64 4 474 0169,lance.gunderson@dompost.co.nz,
DDBI,,Special,Library,The Donald Beasley Institute,http://www.donaldbeasley.org.nz,"Dundas St
Dunedin
New Zealand","Dundas St
Dunedin
New Zealand",kwright@donaldbeasley.org.nz,64 4792162 67 64 479 8080,false,false,false,TBA,,,,,,
AS,NZHMA,Special,Library,The New Zealand Institute for Plant & Food Research Limited  Mt Albert,http://www.plantandfood.co.nz,"120 Mt Albert Road
Mt Albert
Auckland 1025
New Zealand","Private Bag 92 169
Auckland Mail Centre
Auckland 1142
New Zealand",library@plantandfood.co.nz,+64 9 925 7081,true,true,true,Charter,Jane Clayton,jane.clayton@plantandfood.co.nz,Interloan Librarian,+64 9 925 7081,library@plantandfood.co.nz,
USA,NZUSA,Tertiary,Library,The Salvation Army Booth College of Mission Library,https://bcm.salvationarmy.org.nz/library,"20 William Booth Grove
Trentham
Upper Hutt 5018
New Zealand","PO Box 40 542
Upper Hutt 5140
New Zealand",library@salvationarmy.org.nz,+64 4 528 8628,true,true,true,Charter,Library Manager,library@salvationarmy.org.nz,,,,Last updated: 22/10/2024
WTR,N3T,Special,Library,"Central Agencies - Treasury, DPMC",http://www.treasury.govt.nz,,"PO Box 3724,
Wellington 6140,
New Zealand",library.services@cass.govt.nz,+64 4 917 6300,true,true,true,Charter,Joanna Hodgson,Joanna.Hodgson@cass.govt.nz,Beverley Ahnau,+64 4 917 6300,library.services@cass.govt.nz,Central Agencies Shared Services (CASS) at the Treasury delivers services to the Treasury and the Department of Prime Minister and Cabinet. <br />Last updated: 9/12/2024.
CCH,,Special,Library,Theology House Library,http://www.theologyhouse.ac.nz,"Level 1, The Anglican Centre, 95 Tuam Street
Central City
Christchurch 8011
New Zealand","PO Box 26
Central City
Christchurch 8140
New Zealand",library@theologyhouse.ac.nz,+64 3 341 3399,false,false,false,TBA,Judith Curtis,library@theologyhouse.ac.nz,,,,End user borrowing welcome. <br />Last updated: 16/08/2023
TCS,NTCS,,Music hire,Timaru District Choir,,"153 Pudjeck Rd.RD2
Timaru 7972
New Zealand","153 Pudjeck Rd.RD2
Timaru 7972
New Zealand",rempstone@farmside.co.nz,+64 3 686 4781,false,false,false,TBA,TCS Hire,rempstone@farmside.co.nz,,,,Alternate contact: Alexia Bensemann 254 Wai-iti Rd Timaru 7910  Phone: 03 686 1876
TP,NZTPM,Public,Library,Timaru District Libraries,www.timarudistrictlibraries.co.nz,"56 Sophia Street
Timaru 7910
New Zealand","PO Box 228
Timaru 7940
New Zealand",library@timdc.govt.nz,+64 3 687 7476,true,true,true,Charter,Michael Priest,michael.priest@timdc.govt.nz,Catherine Gilbert,+64 3 687 7476,interloans@timdc.govt.nz,Last updated: 20/03/2025.
BPY,NZTOI,Tertiary,Library,Toi Ohomai Institute of Technology Limited,https://toiohomai.mykoha.co.nz,"70 Windermere Drive
Poike
Tauranga Bay of Plenty 3112
New Zealand","Toi Ohomai Institute of Technology
Private Bag 12001
Tauranga Bay of Plenty 3143
New Zealand",interloans@toiohomai.ac.nz,+64 7 346 8795,true,true,true,Charter,Lee Rowe,lee.rowe@toiohomai.ac.nz,Bonnie Sandford,+64 7 346 8795,interloans@toiohomai.ac.nz,
WDR,NZWDR,Tertiary,Library,Toi Whakaari: NZ Drama School,http://toiwhakaari.ac.nz/nola-millar-library/,"11 Hutchison Road
Newtown
Wellington 6021
New Zealand","PO Box 7146
Newtown
Wellington 6242
New Zealand",library@toiwhakaari.ac.nz,+64 4 381 9219,true,true,true,Charter,Nicole Gaston,Nicole.Gaston@toiwhakaari.ac.nz,Lisa Hampl,+64 4 381 9219,library@toiwhakaari.ac.nz,
ATON,NZATO,Special,Library,Tonkin & Taylor Ltd,www.tonkintaylor.co.nz,"1 Fanshawe Street
Auckland Central
Auckland 1010
New Zealand","PO Box 5271
Victoria Street West
Auckland 1142
New Zealand",library@tonkintaylor.co.nz,+64 9 355 6000,true,true,true,Charter,Paul Tudor,ptudor@tonkintaylor.co.nz,Linda Horvath,+64 9 355 0744,lhorvath@tonkintaylor.co.nz,Last updated: 24/03/2025
NPTWS,,Special,Library,Transfield Worley Services Library,,"25 Gill Street
New Plymouth 4310
New Zealand","25 Gill Street
New Plymouth 4310
New Zealand",library@transfieldworley.co.nz,+64 6 759 6300,false,false,false,Non-charter,Rachel Vivier,library@transfieldworley.co.nz,Rachel Vivier,+64 6 759 6300,library@transfieldworley.co.nz,
WTCO,WTCO,,Music hire,Tudor Consort,http://www.tudor-consort.org.nz,New Zealand,"PO Box 12516
Thorndon
Wellington 6144
New Zealand",mrjstewart@gmail.com,+64 4 021 477257,false,false,false,TBA,WTCO Hire,mrjstewart@gmail.com,,,,"Musical Director, Michael Stewart, mrjstewart@gmail.com, 021 477 257   Treasurer, Michelle Harrison, harrisonmh@gmail.com, 021 446 390"
ACT,Z5U,Tertiary,Library,"Unitec, part of Te Pūkenga",http://www.unitec.ac.nz,"Te Puna Library
Building 180, Room 2060, 139 Carrington road
Mt Albert
Auckland 1025
New Zealand","Unitec, part of Te Pūkenga - Interloans
Private Bag 92025
Victoria St West
Auckland 1142
New Zealand",interloans@unitec.ac.nz,+64 9 892 8624,true,true,true,Charter,Anna Wheeler,awheeler@unitec.ac.nz,Adrian Jenkins,,interloans@unitec.ac.nz,Last updated: 10/03/2025.
TAKE,,Special,Library,UnitedNetworks,,New Zealand,"PO Box 99882
Auckland
New Zealand",cathy.heath@unitednetworks.co.nz,+64 9 919 4804,false,false,false,TBA,Cathy Heath,cathy.heath@unitednetworks.co.nz,Cathy Heath,+64 9 919 4804,cathy.heath@unitednetworks.co.nz,
PPY,NZPPY,Tertiary,Library,Universal College of Learning (UCOL) Limited,http://www.ucol.ac.nz,"Carpark I, Block 8, 110 Queen Street, Palmerston North
Palmerston North 4410
New Zealand","Private Bag 11 022
Palmerston North 4442
New Zealand",LibraryPalmerstonNorth@ucol.ac.nz,+64 6 952 7000,true,true,true,Charter,,,Interloans,+64 6 952 7000,interloans@ucol.ac.nz,Last updated: 25/07/2025
AU,UV0,Tertiary,Library,University of Auckland,http://www.library.auckland.ac.nz,"5 Alfred Street
Auckland 1010
New Zealand","Private Bag 92 019
Auckland Mail Centre
Auckland 1142
New Zealand",au.interloans@auckland.ac.nz,+64 9 373 7599,true,true,true,Charter,Sue Roberts,sue.roberts@auckland.ac.nz,Fiona Lamont,,f.lamont@auckland.ac.nz,
CU,UX1,Tertiary,Library,University of Canterbury,http://www.canterbury.ac.nz,"University Drive
Ilam
Christchurch 8041
New Zealand","Private Bag 4800
Ilam
Christchurch 8140
New Zealand",interloans@libr.canterbury.ac.nz,+64 3  369 3399,true,true,true,Charter,Kat Cuttriss,kat.cuttriss@canterbury.ac.nz,Interloans Librarian,+64 3  369 3399,interloans@canterbury.ac.nz,Last updated: 4/09/2025
DU,UZ0,Tertiary,Library,University of Otago,https://www.otago.ac.nz/library,"65 Albany Street
Dunedin 9016
New Zealand","PO Box 56
Dunedin 9054
New Zealand",interloans@otago.ac.nz,+64 3 479 8910,true,true,true,Charter,Mike Wall,mike.wall@otago.ac.nz,Jacinda Boivin,+64 3 479 8910,jacinda.boivin@otago.ac.nz,Last updated: 14/10/2024
DUHO,NZDUH,Tertiary,Library,"University of Otago, Hocken Collections",http://www.otago.ac.nz/library/hocken,"90 Anzac Avenue
Dunedin 9016
New Zealand","PO Box 56
Dunedin 9054
New Zealand",hocken@otago.ac.nz,+64 3 479 8868,true,true,true,Charter,Kelly-Ann Tahitahi,kelly-ann.tahitahi@otago.ac.nz,Judith Holloway,+64 3 479 8569,judith.holloway@otago.ac.nz,Research library which does not lend material. All theses will be supplied as PDF's. <br />Last updated: 06/03/2025.
HU,UV1,Tertiary,Library,University of Waikato,https://www.waikato.ac.nz/students/library/,"Gate 3A, 209 Silverdale Road,
Hillcrest,
Hamilton 3216,
New Zealand","Private Bag 3105,
Hamilton 3240,
New Zealand",interloan@waikato.ac.nz,+64 7 838 4111,true,true,true,Charter,Michelle Blake,michelle.blake@waikato.ac.nz,Maria McGuire,+64 7 837 9139,interloan@waikato.ac.nz,Last updated: 14/11/2024.
UP,NZUPM,Public,Library,Upper Hutt Libraries,www.upperhuttlibrary.co.nz.,"844 Ferguson Drive
Upper Hutt 5018
New Zealand","Private Bag 907
Upper Hutt 5140
New Zealand",library-content@uhcc.govt.nz,+64 04 527 2169  803/436,true,true,true,Charter,Denise Clarkson,denise.clarkson@uhcc.govt.nz,Magalie Gaskin,+64 04 527 2169  803/436,library-content@uhcc.govt.nz,
WU,UX0,Tertiary,Library,Victoria University of Wellington,http://www.vuw.ac.nz/library,"Rankine Brown Building,
1 Kelburn Parade,
Wellington 6012,
New Zealand","Po Box 3438,
Wellington 3140,
New Zealand",library-interloans@vuw.ac.nz,+64 4 463 5693,true,true,true,Charter,Trish Wilson,trish.wilson@vuw.ac.nz,Daille White,,library-interloans@vuw.ac.nz,"For urgent NZ requests, please email or phone to alert us. <br />Last updated: 14/10/2024"
WUMH,WUMH,,Music hire,"Victoria University of Wellington, School of Music",,"92 Fairlie Tce
Kelburn
Wellington 6021","92 Fairlie Tce
Kelburn
Wellington 6021",david.cosper@vuw.ac.nz,+64 4 463 5864,false,false,false,TBA,WUMH Hire,david.cosper@vuw.ac.nz,,,,"Contact: Dr David Cosper, david.cosper@vuw.ac.nz"
HVLC,NZHVL,Tertiary,Library,Vision College Limited,http://www.atc.org.nz,"21 Ruakura Road
Hamilton 3216
New Zealand","21 Ruakura Road
Hamilton 3216
New Zealand",,+64 7 853 0222,false,false,false,Non-charter,,,,,,
HM,NZHMM,Special,Library,"Te Whatu Ora - Health New Zealand, Waikato Library",http://waikatodhb.health.nz,"Pembroke Street,
Hamilton 3204,
New Zealand","Private Bag 3200,
Hamilton 3240,
New Zealand",wk.library@TeWhatuOra.govt.nz,+64 7 839 8880,true,true,true,Charter,Angela Broring,WK.interloans@TeWhatuOra.govt.nz,Andrea Hulme,+64 7 839 8880,WK.interloans@TeWhatuOra.govt.nz,"Please use physical address for courier, and postal address for NZ Post. <br />Last updated: 12/12/2024"
WAIK,NZWAK,Public,Library,Waikato District Libraries,https://www.waikatodistrict.govt.nz/services-facilities/libraries,"7 Bow Street
Raglan 3225
New Zealand","7 Bow Street
Raglan 3225
New Zealand",hly.circ@waidc.govt.nz,+64 7 825 8929,true,true,true,Charter,Shelby Spain,shelby.spain@waidc.govt.nz,Amy Rodger,+64 7 825 8929,interloans@waidc.govt.nz,
HMU,,Special,Library,Waikato Museum of Art and History,,"Cnr Victoria and Grantham Sts
Hamilton
New Zealand","Private Bag 3010
Hamilton
New Zealand",museum@hcc.govt.nz,+64 7 838 6570,false,false,false,TBA,Su Scott,su.scott@hcc.govt.nz,,,,Deals through HP. Non-lender. All interloans through HP
HRG,NZHRG,Special,Library,Waikato Regional Council,http://www.waikatoregion.govt.nz,"160 Ward Street
Hamilton 3204
New Zealand","Private Bag 3038
Waikato Mail Centre
Hamilton 3240
New Zealand",library@waikatoregion.govt.nz,+64 7 859 0776 / 0511,true,true,true,Charter,Emma Cross,emma.cross@waikatoregion.govt.nz,Librarian,+64 7 859 0776 / 0511,library@waikatoregion.govt.nz,
RP,NZRPM,Public,Library,Waimakariri District Libraries,http://waimakariri.kotui.org.nz,"141 Percival Street
Rangiora 7400
New Zealand","PO Box 386
Rangiora 7440
New Zealand",library@wmk.govt.nz,+64 3 311 8901,true,true,true,Charter,Luke Sole,luke.sole@wmk.govt.nz,Twyla Behan,+64 3 311 8901,twyla.behan@wmk.govt.nz,Last updated: 18/07/2023
WMTP,NZWMT,Public,Library,Waimate District Library,http://www.waimatedc.govt.nz/Council/library.htm,"Queen Street
Waimate 7924
New Zealand","PO Box 122
Waimate 7960
New Zealand",library@waimatedc.govt.nz,+64 3 689 0071,true,true,true,Charter,Tony Morton,tony@waimatedc.govt.nz,Tony Morton,+64 3 689 0071,tony@waimatedc.govt.nz,
LWC,NLWC,,Music hire,Wainuiomata Choir,,"13 Riddlers Crescent
Lower Hutt 5012
New Zealand","13 Riddlers Crescent
Petone
Lower Hutt 5012
New Zealand",miriamch@xtra.co.nz,+64 4 589 7748,false,false,false,TBA,LWC Hire,miriamch@xtra.co.nz,,,,Miriam Chamberlain (Chairperson) ph 04 589 7748 miriamch@xtra.co.nz
WAIP,NZWAP,Public,Library,Waipā District Libraries,http://www.waipalibraries.org.nz,"c/o Cambridge Public Library
23 Wilson Street
Cambridge 3434
New Zealand","c/o Cambridge Public Library
23 Wilson Street
Cambridge 3434
New Zealand",waipalibraries@waipadc.govt.nz,+64 7 823 3838,true,true,true,Charter,Rachel Newnes,rachel.newnes@waipadc.govt.nz,Rachel Newnes,+64 7 823 3838,rachel.newnes@waipadc.govt.nz,
MM,NZMMM,Special,Library,"Te Whatu Ora - Health New Zealand, Wairarapa Library",,"Blair Street
Masterton 5810
New Zealand","PO Box 96
Masterton 5840
New Zealand",wr-library@tewhatuora.govt.nz,+64 6 946 9800,true,true,true,Charter,Maryann Cowgill,library@wairarapa.dhb.org.nz,Maryann Cowgill,+64 6 946 9800,library@wairarapa.dhb.org.nz,
WS,NZWS,,Music hire,Wairarapa Singers,www.wairarapasingers.co.nz,"141 Akura Road
Masterton 5888","141 Akura Road
Masterton 5888",sallyc@wise.net.nz,+64 6 377 2360,false,false,false,TBA,WS Hire,sallyc@wise.net.nz,,,,"President: Sally Chamberlain, Shipping: Alison Clark, 28 College St, Masterton 5810  Treasurer: Sue Rood, 136 Norfolk Road, RD1 Carterton 5791  Secretary:Pete Smith, pete.anne@thesmiths.co.nz, ph 06 370 4574, 341 Manaia Road, RD5 Masterton 5885"
WRP,NZWRP,Public,Library,Wairoa Centennial Library,http://www.wairoalibrary.co.nz/library/,"212 Marine Parade
Wairoa 4108
New Zealand","PO Box 54
Wairoa 4160
New Zealand",library@wairoadc.govt.nz,+64 6 838 8450,true,true,true,Charter,Kylie Bradley,Kylieb@wairoadc.govt.nz,Interloans,+64 6 838 8450,library@wairoadc.govt.nz,
OP,NZOPM,Public,Library,Waitaki District Libraries,https://library.waitaki.govt.nz,"62 Thames Street
Oamaru 9400
New Zealand","PO Box 134
Oamaru 9444
New Zealand",library@waitaki.govt.nz,+64 3 433 0850,true,true,true,Charter,Chloe Searle,csearle@waitaki.govt.nz,Debbie Ewan,+64 3 433 0850,dewen@waitaki.govt.nz,No items under 6 months old  lent.
WUWP,WUWP,,Music hire,Wai-te-ata Music Press,http://www.waiteatamusicpress.co.nz,"Te Koki New Zealand School of Music
Victoria University of Wellington
Wellington
New Zealand","Te Koki New Zealand School of Music
PO Box 600
Wellington 6140
New Zealand",waiteatamusicpress@nzsm.ac.nz,+64 4 463 5853,false,false,false,TBA,WUWP Hire,waiteatamusicpress@nzsm.ac.nz,,,,"Manager - Michael Norris, michael.norris@nzsm.ac.nz ph 04 4637456"
NSM,NZNSM,Special,Library,"Te Whatu Ora - Health New Zealand, Waitematā Library",,"North Shore Hospital, cnr Taharoto & Shakespeare Roads
Auckland 622
New Zealand","Private Bag 93 503
Takapuna
Auckland 740
New Zealand",waitemata_library@tewhatuora.govt.nz,+64 9 486 1491,true,true,true,Charter,Sally Simpson,sally.simpson@tewhatuora.govt.nz,Catherine Buckley,,Catherine.Buckley@tewhatuora.govt.nz,Last updated: 8/11/2024
TEKP,NTEKP,Public,Library,Waitomo District Library,http://www.waitomo.govt.nz/community-service/facilities/waitomo-district-library/,"Taupiri Street
Te Kuiti 3910
New Zealand","Taupiri Street
Te Kuiti 3910
New Zealand",library@waitomo.govt.nz,+64 7 878 1028,true,true,true,Charter,Julie O'Toole,julie.o'toole@waitomo.govt.nz,Diane Maarhuis,+64 7 878 1028,Diane.Maarhuis@waitomo.govt.nz,Last updated: 29/07/2024
AWC,,Special,Library,Walker Co Partnership,,"Level 5
48 Courthouse Lane
Auckland
New Zealand","PO Box 5319
Auckland
New Zealand",email@walker.co.nz,+64 9 373 3828,false,false,false,TBA,Barbara Graham,email@walker.co.nz,Barbara Graham,+64 9 373 3828,email@walker.co.nz,
QPWKA,NZWAN,Public,Library,Wanaka Public Library,http://libraries.codc-qldc.govt.nz,"1 Bullock Creek Lane
Wanaka 9305
New Zealand","1 Bullock Creek Lane
Wanaka 9305
New Zealand",wanaka.library@qldc.govt.nz,+64 3 443 0410,false,true,false,Charter,Sue Gwilliam,sue.gwilliam@qldc.govt.nz,Julie Stretch,+64 3 443 0410,julie.stretch@qldc.govt.nz,
HWEL,,Special,Library,WEL Networks,http://www.wel.co.nz/,"114 Maui Street
Te Rapa
Hamilton
New Zealand","PO Box 925
Hamilton
New Zealand",library@wel.co.nz,+64 7 850 3100,false,false,false,TBA,Vicky Costain,Vicky.costain@wel.co.nz,Vicky Costain,+64 7 850 3100,Vicky.costain@wel.co.nz,
WCSP,WCSP,,Music hire,Wellington Cathedral of St Paul,http://cathedral.wellington.net.nz,"Cnr Molesworth & Hill Streets
Thorndon
Wellington 6011
New Zealand","PO Box 12 044
Thorndon
Wellington 6144
New Zealand",librarian@wellingtoncathedral.org.nz,+64 4 472 0286,false,false,false,TBA,WCSP Hire,librarian@wellingtoncathedral.org.nz,,,,
